,Mock_A,Mock_B,Mock_C,Mock_D,Time12_A,Time12_B,Time12_C,Time12_D,Time24_A,Time24_B,Time24_C,Time24_D,Time72_A,Time72_B,Time72_C,Time72_D
Ca_00219.1|Ca_LG_1:2380931-2390308|plus|,1482,1565,1342,1302,656,580,1188,381,492,1260,594,146,0,0,1,0
Ca_00220.1|Ca_LG_1:2404816-2410005|plus|,886,1815,1194,1189,2986,4006,1965,2643,3900,8231,3572,1453,171,260,353,34
Ca_00221.1|Ca_LG_1:2417602-2420340|plus|,114,134,145,161,712,572,478,669,602,743,373,457,194,390,239,28
Ca_00222.1|Ca_LG_1:2430281-2431069|plus|,0,0,0,2,1,1,1,1,1,1,2,0,0,0,3,0
Ca_00223.1|Ca_LG_1:2433090-2442101|minus|,128,228,114,100,82,82,192,34,175,433,249,4,0,1,6,1
Ca_00224.1|Ca_LG_1:2443554-2445005|plus|,108,95,93,129,49,63,81,34,91,192,118,31,21,51,25,3
Ca_00225.1|Ca_LG_1:2445810-2448980|minus|,2,0,0,1,0,2,3,6,1,0,0,1,1,3,0,0
Ca_00226.1|Ca_LG_1:2462019-2465761|plus|,385,391,360,395,432,381,261,262,136,556,339,107,0,0,3,0
Ca_00227.1|Ca_LG_1:2503477-2505259|plus|,9,10,6,1,3,1,1,0,3,4,1,0,0,0,0,0
Ca_00228.1|Ca_LG_1:2509522-2511257|minus|,207,535,145,157,443,434,671,203,397,1101,564,99,7,11,19,0
Ca_00229.1|Ca_LG_1:2523656-2527534|plus|,64,58,43,28,466,362,136,404,300,682,449,486,1,0,2,0
Ca_00230.1|Ca_LG_1:2527560-2537299|minus|,93,139,80,97,15,67,74,34,59,173,92,3,0,1,2,0
Ca_00231.1|Ca_LG_1:2537702-2540644|plus|,156,146,141,147,234,257,320,217,248,625,293,187,67,41,69,1
Ca_00232.1|Ca_LG_1:2540943-2542968|minus|,0,24,0,0,1,0,0,0,0,0,2,0,0,0,0,0
Ca_00233.1|Ca_LG_1:2544443-2545847|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00234.1|Ca_LG_1:2551398-2553426|minus|,77,94,67,83,98,93,92,116,93,218,113,74,35,53,49,0
Ca_00235.1|Ca_LG_1:2558631-2578181|plus|,296,407,203,295,168,158,198,68,340,727,370,76,0,2,6,0
Ca_00236.1|Ca_LG_1:2583142-2584308|plus|,1,14,0,1,1,2,6,8,3,3,0,4,0,1,0,0
Ca_00237.1|Ca_LG_1:2591499-2596423|minus|,32,80,27,33,663,379,1053,473,914,1333,505,250,65,76,245,9
Ca_00238.1|Ca_LG_1:2598306-2598632|plus|,19,36,6,6,568,444,568,439,611,821,461,392,70,157,127,5
Ca_00239.1|Ca_LG_1:2603741-2604676|plus|,728,944,609,837,2591,1929,1943,2566,1768,2904,1343,1374,442,761,836,45
Ca_00240.1|Ca_LG_1:2608841-2611219|minus|,720,1997,503,660,1487,1084,2671,674,1584,4201,2116,255,11,8,33,2
Ca_00241.1|Ca_LG_1:2612858-2615062|minus|,62,82,59,90,96,97,106,61,87,172,82,62,18,38,21,5
Ca_00242.1|Ca_LG_1:2621458-2628158|minus|,330,546,295,374,434,411,623,288,500,1325,679,216,51,81,67,3
Ca_00243.1|Ca_LG_1:2635675-2635878|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00244.1|Ca_LG_1:2658605-2663445|plus|,1,38,5,5,1,0,2,2,0,7,0,0,0,0,0,0
Ca_00245.1|Ca_LG_1:2667939-2669862|plus|,13,29,8,10,19,7,9,1,7,26,7,0,0,0,0,0
Ca_00246.1|Ca_LG_1:2670942-2671790|minus|,374,555,401,422,360,443,414,349,366,1108,518,191,29,58,84,3
Ca_00247.1|Ca_LG_1:2674480-2677748|plus|,9,3,0,3,6,9,13,10,6,5,5,3,0,4,6,1
Ca_00248.1|Ca_LG_1:2679981-2686727|minus|,116,164,121,191,226,241,296,219,274,625,295,245,69,83,81,5
Ca_00248.2|Ca_LG_1:2684239-2686727|minus|,105,162,84,177,224,222,290,185,316,668,340,197,63,85,85,1
Ca_00249.1|Ca_LG_1:2681477-2683012|plus|,5,0,0,2,1,3,7,1,6,7,2,1,4,1,0,0
Ca_00250.1|Ca_LG_1:2689538-2695262|minus|,464,603,476,592,349,413,545,235,547,1276,659,111,29,32,107,3
Ca_00251.1|Ca_LG_1:2696738-2700263|plus|,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Ca_00252.1|Ca_LG_1:2701914-2703533|plus|,6,7,11,8,8,6,9,2,13,26,20,3,1,2,5,0
Ca_00253.1|Ca_LG_1:2707313-2712199|plus|,315,671,451,471,415,783,1622,335,621,2824,1657,230,0,1,1,0
Ca_00254.1|Ca_LG_1:2714428-2719700|minus|,34,78,22,41,9,14,25,4,45,90,50,3,3,1,0,0
Ca_00255.1|Ca_LG_1:2724649-2729565|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00256.1|Ca_LG_1:2730808-2734794|minus|,2,3,0,0,1,3,6,1,2,4,7,0,0,0,0,0
Ca_00257.1|Ca_LG_1:2745645-2746352|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00258.1|Ca_LG_1:2814966-2815730|plus|,48,160,63,58,91,250,177,88,89,370,183,61,3,1,5,2
Ca_00259.1|Ca_LG_1:2822690-2824273|plus|,0,0,0,0,7,10,10,13,13,7,5,23,4,38,12,1
Ca_00260.1|Ca_LG_1:2830898-2832182|minus|,0,0,0,0,10,11,20,19,0,0,2,0,2,0,0,0
Ca_00261.1|Ca_LG_1:2840123-2842091|minus|,40,46,37,33,6,16,22,3,26,24,21,6,1,1,2,0
Ca_00262.1|Ca_LG_1:2847575-2849156|minus|,184,175,133,235,32,49,167,3,101,205,152,11,0,0,0,0
Ca_00263.1|Ca_LG_1:2851258-2854622|minus|,47,68,43,49,117,135,152,90,173,284,135,74,17,42,50,1
Ca_00264.1|Ca_LG_1:2864516-2867384|plus|,2,87,4,11,1590,2563,3452,5069,4542,2595,1835,2059,3082,7891,7573,60
Ca_00265.1|Ca_LG_1:2868222-2871337|minus|,25,17,13,16,4,1,3,1,13,17,9,2,0,0,0,0
Ca_00266.1|Ca_LG_1:2873555-2877540|minus|,209,210,112,294,8,0,6,8,4,4,3,1,0,0,2,1
Ca_00267.1|Ca_LG_1:2881031-2881849|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00268.1|Ca_LG_1:2892463-2899012|plus|,39,65,10,14,3,1,3,2,1,3,4,0,0,0,0,0
Ca_00269.1|Ca_LG_1:2911154-2912680|plus|,4,8,4,4,4,6,14,19,6,60,10,3,0,0,0,0
Ca_00270.1|Ca_LG_1:2916419-2918991|minus|,161,231,118,164,364,267,401,286,318,598,290,193,166,226,128,26
Ca_00271.1|Ca_LG_1:2920532-2925677|minus|,60,78,42,63,18,16,21,6,41,79,33,1,0,0,1,0
Ca_00272.1|Ca_LG_1:2933258-2939509|plus|,671,1013,649,704,1753,1624,2136,1554,2088,3173,1531,953,470,979,589,84
Ca_00273.1|Ca_LG_1:2940931-2945479|plus|,859,796,635,747,722,765,902,571,736,1934,883,318,79,207,98,16
Ca_00274.1|Ca_LG_1:2947856-2948786|minus|,19,39,19,38,32,54,59,62,47,72,43,32,8,15,26,0
Ca_00275.1|Ca_LG_1:2950863-2953085|minus|,166,658,214,192,215,369,788,98,389,1374,786,21,0,0,0,0
Ca_00276.1|Ca_LG_1:2960609-2961595|minus|,0,0,0,0,0,2,4,0,4,4,1,0,0,0,3,0
Ca_00277.1|Ca_LG_1:2966177-2969318|minus|,76,36,35,61,90,86,221,124,170,199,104,22,16,46,65,9
Ca_00278.1|Ca_LG_1:2992636-2994476|plus|,216,202,308,160,234,139,194,275,145,626,395,140,96,70,179,14
Ca_00279.1|Ca_LG_1:3014269-3017877|minus|,22,51,24,22,98,77,93,105,74,179,96,71,47,68,32,2
Ca_00280.1|Ca_LG_1:3020388-3024805|plus|,241,366,215,237,131,183,250,57,294,853,399,28,3,0,0,0
Ca_00281.1|Ca_LG_1:3025456-3029846|minus|,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Ca_00282.1|Ca_LG_1:3061763-3066362|plus|,24,37,43,33,9,31,27,5,116,305,112,11,0,0,0,0
Ca_00283.1|Ca_LG_1:3068360-3076050|plus|,6,37,11,6,28,33,80,30,54,109,65,5,0,3,1,0
Ca_00284.1|Ca_LG_1:3077971-3082393|minus|,59,80,70,74,0,6,16,1,33,61,27,0,0,0,2,0
Ca_00285.1|Ca_LG_1:3085197-3088681|minus|,122,328,118,114,56,222,46,45,119,570,221,161,10,3,13,1
Ca_00286.1|Ca_LG_1:3090239-3097230|plus|,273,600,297,431,839,737,840,761,770,1721,838,393,158,220,203,9
Ca_00287.1|Ca_LG_1:3098122-3098549|plus|,24,12,5,10,0,0,0,0,0,0,0,0,0,0,4,0
Ca_00288.1|Ca_LG_1:3100409-3105203|plus|,333,497,306,413,579,537,715,459,751,1719,827,291,88,162,213,23
Ca_00289.1|Ca_LG_1:3109544-3111635|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00290.1|Ca_LG_1:3114206-3118045|plus|,53,162,32,34,76,77,96,71,122,279,119,13,2,0,5,0
Ca_00291.1|Ca_LG_1:3135356-3138779|plus|,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00292.1|Ca_LG_1:3140446-3144754|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00293.1|Ca_LG_1:3149645-3150586|minus|,41,93,41,21,284,279,235,179,163,553,254,64,11,18,24,1
Ca_00294.1|Ca_LG_1:3151296-3152132|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00295.1|Ca_LG_1:3159853-3162601|minus|,1,28,2,4,23,105,13,7,76,23,23,42,12,16,15,0
Ca_00296.1|Ca_LG_1:3166121-3167488|plus|,3,66,10,3,11,79,19,9,52,63,24,51,3,2,10,1
Ca_00297.1|Ca_LG_1:3169488-3171083|minus|,323,649,293,379,877,1131,1339,656,977,2964,1404,344,43,52,77,3
Ca_00298.1|Ca_LG_1:3172635-3176976|minus|,67,143,86,110,115,106,163,102,151,352,144,74,13,17,35,3
Ca_00299.1|Ca_LG_1:3178655-3182316|minus|,115,157,98,78,27,45,48,18,59,146,73,16,0,0,1,0
Ca_00300.1|Ca_LG_1:3185875-3187780|minus|,53,91,69,53,74,115,88,89,99,229,114,50,33,59,41,5
Ca_00301.1|Ca_LG_1:3197637-3221256|minus|,303,405,230,262,507,538,730,474,691,1116,634,344,81,194,150,31
Ca_00302.1|Ca_LG_1:3223417-3225143|minus|,11,14,6,7,13,15,22,15,15,35,16,9,1,6,2,0
Ca_00303.1|Ca_LG_1:3226351-3227528|plus|,9,27,4,8,341,220,605,224,723,300,273,70,3,15,22,2
Ca_00304.1|Ca_LG_1:3230165-3231411|minus|,79,83,65,71,110,142,127,74,314,276,106,16,5,2,14,0
Ca_00305.1|Ca_LG_1:3233157-3235284|plus|,42,42,35,51,167,123,164,109,150,261,120,38,2,18,37,0
Ca_00306.1|Ca_LG_1:3235630-3240101|minus|,193,207,165,210,212,182,303,120,293,685,344,110,28,16,47,0
Ca_00307.1|Ca_LG_1:3246684-3254257|minus|,148,182,154,140,580,402,783,619,581,1275,638,510,128,223,301,19
Ca_00308.1|Ca_LG_1:3257793-3267235|plus|,46,56,30,48,126,113,153,99,103,337,126,85,38,25,44,1
Ca_00309.1|Ca_LG_1:3267381-3268905|minus|,0,140,0,0,0,1,3,3,4,0,0,0,4,4,4,0
Ca_00310.1|Ca_LG_1:3273058-3278488|plus|,118,124,74,115,163,114,146,135,159,287,112,77,22,20,33,0
Ca_00311.1|Ca_LG_1:3283899-3288147|plus|,14,37,15,13,1183,896,1227,1949,952,893,424,854,184,376,344,3
Ca_00312.1|Ca_LG_1:3289746-3291389|plus|,23,30,26,36,12,23,28,7,41,109,48,14,5,8,7,0
Ca_00313.1|Ca_LG_1:3292669-3297150|plus|,30,62,38,41,37,51,74,37,53,129,67,25,8,10,8,3
Ca_00314.1|Ca_LG_1:3300941-3302299|plus|,37,23,30,45,2,10,12,13,43,26,12,0,0,1,0,0
Ca_00315.1|Ca_LG_1:3307510-3309404|plus|,82,191,53,61,171,167,229,145,192,407,269,55,5,25,8,0
Ca_00316.1|Ca_LG_1:3314106-3318404|plus|,51,158,55,74,162,165,176,145,437,424,227,259,16,29,57,0
Ca_00317.1|Ca_LG_1:3328491-3331496|plus|,138,237,159,162,367,279,323,282,439,699,346,175,32,37,77,4
Ca_00318.1|Ca_LG_1:3332780-3341196|minus|,586,548,589,565,205,191,230,149,408,899,473,142,146,142,158,7
Ca_00319.1|Ca_LG_1:3341506-3343028|minus|,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Ca_00320.1|Ca_LG_1:3347268-3348750|plus|,112,159,95,169,1,24,22,16,349,2051,629,8,0,0,4,0
Ca_00321.1|Ca_LG_1:3354350-3357336|minus|,3728,5304,2722,3504,15978,11087,10970,12153,15430,27953,19039,7063,471,447,898,31
Ca_00322.1|Ca_LG_1:3360201-3363835|plus|,48,63,35,33,110,82,99,94,110,243,116,72,26,37,35,2
Ca_00323.1|Ca_LG_1:3365212-3367972|minus|,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ca_00324.1|Ca_LG_1:3376009-3376260|plus|,15,20,8,10,5,7,10,4,6,12,3,1,0,2,3,0
Ca_00325.1|Ca_LG_1:3377766-3379406|minus|,31,61,12,39,11,10,15,2,24,77,15,2,0,0,0,0
Ca_00326.1|Ca_LG_1:3383319-3383991|plus|,20,80,27,41,68,88,93,66,66,244,100,33,7,6,13,0
Ca_00327.1|Ca_LG_1:3385996-3393589|plus|,689,747,676,844,1925,1887,1797,1847,1543,3337,1518,1037,274,535,404,44
Ca_00328.1|Ca_LG_1:3394889-3399815|minus|,27,62,14,19,1,6,5,1,22,36,19,0,0,0,0,0
Ca_00329.1|Ca_LG_1:3400565-3403796|plus|,155,147,104,179,16,25,35,22,14,68,25,4,2,0,0,0
Ca_00330.1|Ca_LG_1:3404779-3408252|minus|,329,441,276,447,357,276,407,251,497,994,490,138,28,11,69,0
Ca_00331.1|Ca_LG_1:3409343-3413704|minus|,231,464,207,200,1902,1132,949,1221,895,1572,790,405,89,394,287,20
Ca_00331.2|Ca_LG_1:3409343-3412114|minus|,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,0
Ca_00332.1|Ca_LG_1:3415084-3416343|minus|,4,11,3,3,15,12,6,10,12,21,9,5,6,39,25,0
Ca_00333.1|Ca_LG_1:3424035-3431976|minus|,652,519,666,699,617,491,629,572,668,1226,564,400,161,294,260,26
Ca_00334.1|Ca_LG_1:3437930-3438337|plus|,127,150,79,120,99,78,166,76,115,262,92,37,14,11,36,0
Ca_00335.1|Ca_LG_1:3445441-3446172|plus|,0,3,0,2,0,0,0,1,0,0,1,0,0,0,0,0
Ca_00336.1|Ca_LG_1:3449020-3454577|minus|,3,3,2,0,233,1,8,3,1,870,0,0,1,0,8,0
Ca_00337.1|Ca_LG_1:3457501-3459897|plus|,7,22,8,2,21,15,6,7,24,24,17,67,32,86,22,2
Ca_00338.1|Ca_LG_1:3461171-3467157|minus|,320,452,316,388,430,396,576,254,492,1451,614,227,47,69,89,10
Ca_00338.2|Ca_LG_1:3461171-3467157|minus|,329,517,345,358,424,378,571,272,460,1442,615,241,43,70,89,8
Ca_00339.1|Ca_LG_1:3472408-3474498|plus|,365,475,368,312,296,486,465,183,277,889,420,138,20,26,21,0
Ca_00340.1|Ca_LG_1:3479343-3480092|minus|,438,773,246,375,293,184,298,221,396,676,314,117,56,142,115,11
Ca_00341.1|Ca_LG_1:3488709-3493440|plus|,38,50,31,39,61,49,86,39,78,210,97,25,5,20,23,0
Ca_00342.1|Ca_LG_1:3496290-3498295|minus|,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Ca_00343.1|Ca_LG_1:3520535-3522031|plus|,0,0,0,0,123,0,0,3,0,93,0,0,0,0,0,0
Ca_00344.1|Ca_LG_1:3529292-3535328|plus|,162,241,120,154,237,198,340,204,291,584,298,120,17,13,19,1
Ca_00344.2|Ca_LG_1:3529292-3535328|plus|,153,199,151,154,256,238,311,188,255,561,322,126,12,16,24,1
Ca_00345.1|Ca_LG_1:3537045-3542351|minus|,335,450,320,330,311,360,520,418,674,1215,511,325,62,78,236,19
Ca_00346.1|Ca_LG_1:3545126-3555771|minus|,213,203,139,77,28,96,18,81,53,222,24,4,0,0,2,0
Ca_00347.1|Ca_LG_1:3562006-3567526|minus|,383,827,262,344,694,702,984,542,837,2085,1028,177,13,34,38,2
Ca_00348.1|Ca_LG_1:3568665-3573404|plus|,245,215,202,275,293,328,291,269,239,689,270,140,43,53,70,13
Ca_00349.1|Ca_LG_1:3573111-3573410|minus|,0,4,0,1,0,2,1,1,0,1,4,1,0,1,1,0
Ca_00350.1|Ca_LG_1:3580958-3593387|minus|,357,704,363,316,256,294,560,115,581,1474,633,42,0,1,2,0
Ca_00351.1|Ca_LG_1:3595995-3599920|minus|,107,147,77,94,136,82,117,78,159,285,140,66,44,40,67,1
Ca_00352.1|Ca_LG_1:3606049-3607538|plus|,474,381,717,813,244,246,400,385,2837,942,306,256,734,505,761,53
Ca_00353.1|Ca_LG_1:3608418-3612533|minus|,516,614,495,716,186,226,343,159,322,838,379,78,6,10,23,1
Ca_00354.1|Ca_LG_1:3616239-3628009|minus|,627,1710,573,683,1326,1176,2005,1038,1593,3910,2056,424,62,50,108,8
Ca_00355.1|Ca_LG_1:3629781-3632660|minus|,2,21,4,4,5494,4689,3182,5856,3085,6792,5005,5196,747,1800,2116,502
Ca_00356.1|Ca_LG_1:3665348-3666654|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00357.1|Ca_LG_1:3671459-3673738|plus|,72,143,54,122,21,13,30,9,36,65,35,2,0,3,4,0
Ca_00358.1|Ca_LG_1:3674333-3675586|minus|,2,4,4,0,0,0,0,2,1,0,2,4,0,1,7,1
Ca_00359.1|Ca_LG_1:3678743-3681729|minus|,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ca_00360.1|Ca_LG_1:3689033-3689365|minus|,6,5,4,8,7,10,10,8,7,18,13,0,1,0,0,0
Ca_00361.1|Ca_LG_1:3692155-3694387|plus|,225,422,182,317,617,458,550,531,380,919,539,214,72,121,138,6
Ca_00362.1|Ca_LG_1:3694732-3697953|minus|,15,28,38,9,0,2,14,0,15,21,5,0,0,0,0,0
Ca_00363.1|Ca_LG_1:3705964-3709098|minus|,190,527,125,188,1355,1105,1074,926,798,2007,1037,519,91,130,107,5
Ca_00364.1|Ca_LG_1:3711892-3714361|minus|,7,215,2,4,0,1,3,0,6,10,2,0,0,0,0,1
Ca_00365.1|Ca_LG_1:3726040-3730662|minus|,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ca_00366.1|Ca_LG_1:3736876-3739274|minus|,19,50,11,18,38,36,38,27,29,123,43,12,5,0,11,0
Ca_00367.1|Ca_LG_1:3744800-3746762|minus|,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00368.1|Ca_LG_1:3753945-3758286|minus|,100,232,133,113,131,153,228,127,137,417,201,75,36,56,44,3
Ca_00369.1|Ca_LG_1:3769671-3773195|plus|,2,10,10,8,8,8,13,4,11,7,11,5,0,0,0,0
Ca_00370.1|Ca_LG_1:3775445-3777730|plus|,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0
Ca_00371.1|Ca_LG_1:3778296-3781361|minus|,138,177,38,80,1030,1585,875,1645,261,610,276,124,53,166,68,17
Ca_00372.1|Ca_LG_1:3788085-3794599|plus|,4367,7318,4704,3724,52823,40599,52884,45419,27820,66517,30994,15584,1841,5517,4979,388
Ca_00373.1|Ca_LG_1:3798310-3805148|plus|,99,866,54,118,17637,15857,9962,14459,5146,23363,9629,6295,161,399,80,25
Ca_00374.1|Ca_LG_1:3814544-3827728|minus|,92,121,30,172,0,0,0,0,0,1,1,0,0,0,0,0
Ca_00375.1|Ca_LG_1:3838081-3841749|plus|,44,89,28,27,15,6,18,7,12,12,19,3,0,0,0,0
Ca_00376.1|Ca_LG_1:3842710-3843767|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00377.1|Ca_LG_1:3860720-3866791|plus|,31,51,26,25,17,23,25,7,49,118,26,7,0,4,2,0
Ca_00378.1|Ca_LG_1:3871452-3871885|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00379.1|Ca_LG_1:3887630-3888352|minus|,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Ca_00380.1|Ca_LG_1:3917653-3917871|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00381.1|Ca_LG_1:3920063-3921573|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00382.1|Ca_LG_1:3925724-3927644|plus|,0,0,0,2,0,0,3,4,0,2,3,0,0,1,0,0
Ca_00383.1|Ca_LG_1:3934785-3935374|plus|,104,54,214,201,316,108,363,299,191,486,215,164,43,45,27,2
Ca_00384.1|Ca_LG_1:3977949-3978611|plus|,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0
Ca_00385.1|Ca_LG_1:4009139-4009637|plus|,10,7,4,10,42,15,59,3,748,304,301,430,3,0,1,0
Ca_00386.1|Ca_LG_1:4020416-4025532|minus|,36,63,19,30,9,11,29,9,51,87,46,2,4,2,1,0
Ca_00387.1|Ca_LG_1:4036658-4040644|minus|,0,2,0,3,5,3,5,1,1,6,6,1,0,0,0,0
Ca_00388.1|Ca_LG_1:4051794-4052558|plus|,55,172,73,66,122,253,187,87,96,347,176,62,0,1,10,1
Ca_00389.1|Ca_LG_1:4059077-4061138|plus|,0,2,1,0,4,9,11,15,11,5,6,19,7,26,11,2
Ca_00390.1|Ca_LG_1:4068023-4068904|plus|,60,136,80,68,316,360,270,337,262,613,255,98,16,8,24,1
Ca_00391.1|Ca_LG_1:4082653-4095754|minus|,406,601,366,423,364,375,490,267,563,1388,687,110,0,0,23,0
Ca_00392.1|Ca_LG_1:4099219-4102429|plus|,74,83,107,111,113,116,146,101,208,364,111,70,39,42,54,4
Ca_00393.1|Ca_LG_1:4105960-4106500|minus|,30,39,31,57,360,226,117,269,141,168,63,81,21,62,43,3
Ca_00394.1|Ca_LG_1:4112532-4114454|minus|,7,11,5,20,108,124,433,411,593,122,95,205,558,685,713,48
Ca_00395.1|Ca_LG_1:4148389-4156406|plus|,66,161,61,65,73,69,103,44,120,271,142,13,0,0,0,0
Ca_00396.1|Ca_LG_1:4158048-4162229|plus|,312,359,200,241,93,51,93,42,98,193,140,15,0,3,0,0
Ca_00397.1|Ca_LG_1:4171552-4179517|plus|,18,5,27,5,2,0,1,0,2,4,9,0,0,0,0,0
Ca_00398.1|Ca_LG_1:4183906-4186523|plus|,257,303,251,299,918,838,990,936,741,1498,719,468,116,261,222,31
Ca_00399.1|Ca_LG_1:4188106-4197039|minus|,689,662,602,776,672,612,922,577,926,1565,766,392,133,313,239,34
Ca_00400.1|Ca_LG_1:4215810-4217447|minus|,235,529,199,345,270,311,474,109,419,914,412,152,6,5,18,0
Ca_00401.1|Ca_LG_1:4222828-4224921|minus|,132,227,55,189,39,28,45,20,107,98,38,25,1,0,0,0
Ca_00402.1|Ca_LG_1:4237782-4241337|plus|,24,33,23,25,6,12,10,5,8,13,5,3,0,3,1,0
Ca_00403.1|Ca_LG_1:4242255-4245529|minus|,68,89,75,52,610,485,405,497,600,891,333,213,10,29,43,0
Ca_00404.1|Ca_LG_1:4249870-4255789|minus|,14,0,0,9,0,1,8,0,7,10,0,0,2,0,0,0
Ca_00404.2|Ca_LG_1:4249870-4253049|minus|,8,32,4,18,6,0,0,2,0,0,5,0,0,0,0,0
Ca_00405.1|Ca_LG_1:4259887-4262584|minus|,163,221,136,225,65,123,125,61,141,305,190,46,12,3,45,0
Ca_00406.1|Ca_LG_1:4276407-4279668|plus|,71,70,42,57,73,47,74,36,78,225,148,54,3,8,13,0
Ca_00407.1|Ca_LG_1:4286408-4287805|plus|,2,48,20,0,2,3,3,0,2,11,7,0,0,0,0,0
Ca_00408.1|Ca_LG_1:4296437-4297881|minus|,45,69,53,61,35,36,50,27,53,134,105,41,3,7,6,1
Ca_00409.1|Ca_LG_1:4309257-4312776|plus|,125,155,95,139,75,54,103,65,85,173,94,18,1,0,5,0
Ca_00410.1|Ca_LG_1:4344091-4347688|plus|,426,543,359,475,1550,1480,1241,1615,994,1870,870,834,157,244,233,23
Ca_00411.1|Ca_LG_1:4350340-4350777|plus|,292,514,278,431,732,567,701,621,518,1224,548,265,80,92,126,12
Ca_00412.1|Ca_LG_1:4355021-4356137|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00413.1|Ca_LG_1:4359744-4360487|minus|,211,491,185,282,220,261,420,100,332,903,422,64,0,1,5,0
Ca_00414.1|Ca_LG_1:4362026-4362874|plus|,8,18,12,16,5,26,38,24,8,51,8,1,0,1,0,0
Ca_00415.1|Ca_LG_1:4364007-4365497|minus|,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00416.1|Ca_LG_1:4377593-4381902|plus|,351,211,267,321,321,225,469,422,358,713,347,115,54,60,92,9
Ca_00417.1|Ca_LG_1:4383460-4388637|minus|,135,349,82,129,100,86,174,81,112,307,141,9,1,1,1,0
Ca_00418.1|Ca_LG_1:4395508-4398664|plus|,431,369,496,558,1034,983,983,1005,873,1405,763,698,381,483,553,25
Ca_00419.1|Ca_LG_1:4414455-4417130|plus|,2961,8591,2657,2983,5285,5737,10081,3684,7485,19634,9215,995,82,64,148,13
Ca_00420.1|Ca_LG_1:4418353-4418871|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00421.1|Ca_LG_1:4421639-4426727|minus|,662,844,506,843,372,357,415,178,408,905,431,79,3,4,12,0
Ca_00422.1|Ca_LG_1:4434485-4438504|plus|,13,26,16,16,3,3,6,3,10,11,17,0,0,1,5,0
Ca_00423.1|Ca_LG_1:4447905-4449083|plus|,8,13,5,6,6,2,11,7,3,11,6,2,0,1,5,0
Ca_00424.1|Ca_LG_1:4449983-4452158|minus|,7,20,7,16,19,11,19,6,11,36,24,6,1,0,2,0
Ca_00425.1|Ca_LG_1:4455995-4457758|plus|,28,43,34,21,41,34,49,33,46,103,41,12,6,15,20,4
Ca_00426.1|Ca_LG_1:4464944-4470769|plus|,311,365,248,357,280,262,370,234,281,634,320,144,44,54,63,5
Ca_00427.1|Ca_LG_1:4471605-4474892|plus|,2,5,3,2,3,1,1,0,10,6,3,2,0,1,3,0
Ca_00428.1|Ca_LG_1:4519474-4519776|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_00429.1|Ca_LG_1:4529798-4533812|plus|,134,150,109,138,455,356,587,250,348,1343,636,267,8,24,21,3
Ca_00430.1|Ca_LG_1:4550250-4557212|minus|,102,136,99,157,26,39,50,31,80,254,111,20,5,5,8,0
Ca_00431.1|Ca_LG_1:4561851-4563185|plus|,99,122,96,85,188,138,177,140,171,400,167,74,27,25,45,3
Ca_00432.1|Ca_LG_1:4565093-4568021|plus|,59,43,47,45,8105,4529,2634,5399,1399,3128,1497,1264,83,293,168,12
Ca_00433.1|Ca_LG_1:4571434-4583428|minus|,908,759,1033,1068,821,691,1194,941,1669,1641,693,449,620,864,702,61
Ca_00434.1|Ca_LG_1:4586349-4589752|minus|,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
